username,date,comment,Sentiment Score,Sentiment
@yuvrajmalhotra3878,2023-07-17T16:59:12Z,"Justified broos jus o
Nather props",0.4019,Positive
@yuvrajmalhotra3878,2023-07-17T16:56:31Z,Come up wit sum facts @data reliability is agreeedable they hav bots controlling my lang,0.0,Neutral
@yuvrajmalhotra3878,2023-07-17T16:53:29Z,If u can justify chini data wit facts,0.0,Neutral
@yuvrajmalhotra3878,2023-07-17T16:51:42Z,Compete on wat 3 trillion expo wich shriinkin,0.0,Neutral
@yuvrajmalhotra3878,2023-07-17T16:49:51Z,Sir it needs 30 years to develop technology take that in mind,0.0,Neutral
@farhadhafeznezami8101,2023-07-17T16:36:16Z,"low quality talk. lack of deep analyziz, very disappointing. 
it's like when you talk with your taxi driver about politics to pass time till you reach the airport, his analysis technique is that level : Taxi driver",-0.6161,Negative
@luxferre5546,2023-07-17T16:20:26Z,14:08 Nice way to describe slavery and war.,-0.7845,Negative
@daniel-kun6443,2023-07-17T15:46:55Z,"Such power in those words, wow",0.5859,Positive
@carlchristopherson2734,2023-07-17T14:05:53Z,"How do they have influence over our future? They can’t do anything physical to us, Can they?",0.0,Neutral
@humanbeing6294,2023-07-17T13:57:14Z,Yes ! We need to know !,0.508,Positive
@j_p_griff,2023-07-17T13:42:27Z,It will be who ever works out fusion power first,0.0,Neutral
@best_dont_rest9860,2023-07-17T05:56:23Z,"I am a UK citizen that lives in Russia because I love this country, and I can assure you that this is propaganda. Russians live totally fine with all of those sanctions, the only 2 things that are annoying is that we cant fly normally to other countries (and yet we can transfer just pay extra) and that online apps are banned… in all other ways we dont care about H&M leaving, we have China that supplies us with everything and own production…",0.2418,Positive
@mirzahirmohammadkhan2326,2023-07-17T01:59:09Z,Turkeyea+ Syria + Iran + Afghanistan + Pakistan  may an United  Muslim  Super powers in near future..,0.7717,Positive
@smartin7494,2023-07-17T00:36:13Z,"Trucker “riots”. Um, you need to roll that back.",0.0,Neutral
@mg.f.9023,2023-07-16T22:43:40Z,World needs more of this TRUTH!,0.6325,Positive
@vornamenachname1069,2023-07-16T20:11:50Z,"""the United States will use its power in national security to try to bring more of the world's economies towards it"".
I wonder who blew up the gas pipelines between Russia and Germany, messing up Germany's economy. Must have been the Russians!
But thank god that Germany has its ally, the US, that is now selling gas to Germany with terrific prices. It also will be one of the first places German companies think about when considering where to relocate when energy prices in Germany are too high to compete internationally.",0.9392,Positive
@Nicole-uc9ep,2023-07-16T18:37:22Z,Great speech! Thank you for sharing your knowledge.,0.8655,Positive
@cko-,2023-07-16T17:30:35Z,"""US didnt want to be the worlds policeman"" - unfortunately they tried for some decades.",-0.3863,Negative
@AarefAaref,2023-07-16T17:11:53Z,The Rohingya Genocide in Myanmar was perpetuated through one of these social media platforms.,0.0,Neutral
@psychedelicgem,2023-07-16T17:08:17Z,Tripe. Go get another booster fool.,-0.4404,Negative
@ashoknayak2144,2023-07-16T16:32:39Z,It's time to add a spirituality dimension too.. If you want peace all the time..,0.5859,Positive
@VijayYadav-di3nt,2023-07-16T13:04:08Z,India 🇮🇳🇮🇳🇮🇳🇮🇳,0.0,Neutral
@diliupg,2023-07-16T12:56:57Z,Usa is a bull in a China shop. China and Russia are smarter than that.,0.4588,Positive
@spilledfeed,2023-07-16T12:26:04Z,cyber punk world,0.0,Neutral
@jurep.5817,2023-07-16T12:13:20Z,"We should already know. There is no technology in human history, that was not abused for the sake of gaining more power for someone.",0.5109,Positive
@MrVendorX,2023-07-16T12:06:38Z,over all: Joke Theory ...  except from 14:26 to the end.,0.296,Positive
@ashunegi4531,2023-07-16T12:04:10Z,Corporation running the world before and will run the world in the future not the people.,0.0,Neutral
@MrVendorX,2023-07-16T12:01:51Z,13:25 'they' means U.S.,0.0,Neutral
@MrVendorX,2023-07-16T11:56:39Z,9:36 How much they paid you to spread this propaganda?,-0.3071,Negative
@MrVendorX,2023-07-16T11:49:30Z,"5:11 you are funny ... numbers - from the moon, sanctions -  useless as so far, more hurting collective West than the Russia",-0.4865,Negative
@MrVendorX,2023-07-16T11:36:13Z,"1:05 Of course not ... that's why since 1944, the U.S. dollar has been the primary reserve currency used by other countries.",0.0,Neutral
@jeffersongeorge2227,2023-07-16T09:58:24Z,"Who has the democracy the US exported, most times forcibly benefited?",0.0,Neutral
@leemorrison7113,2023-07-16T08:23:07Z,Sitting smugly as i guessed the 3rd order was Digital 😂,0.0516,Positive
@dabidmaurice6578,2023-07-16T07:02:16Z,"I think some global high-tech compagnie are just like ‘virus’
They are virulent and agressive at the beginning, but if they kill their host they won’t survive either.
Half true / and false.
People have given up their rights, and theu just want consuming for most.
Sleeping. 
Awakening will be either by virus or by self destruction realizing that everyone is in the same boat but of course … too late; Schizophrenia",-0.8765,Negative
@theodoreackerson1442,2023-07-16T06:35:59Z,AI will be rejected if it's not allowed humanity.,-0.5106,Negative
@pete-m86,2023-07-16T06:35:17Z,The answer to his very last question:  Some of them are.  That's exactly why Musk bought Twitter,0.0,Neutral
@markmacthree3168,2023-07-16T06:31:52Z,Ted a place for mega shills pretending to be on our side 💯,0.1027,Positive
@pete-m86,2023-07-16T06:29:11Z,"Makes many valid points and observations, but lines like ""trucker riots in Ottawa"" etc undermine his credibility, or at least betray a hard bias in his sources of information.  Sounds like true 'blue blooded American"".  I don't have a problem with his politics.  I have a problem that he obviously makes no effort to be unbiased, stating opinions as if they were incontrovertible facts",-0.4983,Negative
@imonmandal3663,2023-07-16T05:18:42Z,I don't know who will be next superpower but definitely it's not US.,0.5499,Positive
@breakaway2x,2023-07-16T04:52:16Z,We will not be citizens of borders and nationalities but we will be citizens of corporations.  The goal of multiculturalism is actually to monoculturalize the world again so that all peoples will be the same and easier to control and rule over a one world government and monoculture.   I've said this for 30 years and you can see it is starting to happen.,0.5719,Positive
@missionamz,2023-07-16T01:43:31Z,"Hmm, on the surface the argument sounds valid. However, do we really want censorship of digital as does China? IMO, the point of view here is too narrow",-0.228,Negative
@williamwigley2240,2023-07-15T23:17:12Z,"I'm just a welder of 10 years, not a college graduate. I don't even read very often but still I can say with absolute certainty, this guy is a complete liar. 6:35 he makes a wrong assumption. China is quickly becoming too expensive to produce and manufacture goods. They have a shrinking labor pool. China has the lowest value add of any nation in East Asia including the Russians. That's saying something. If the Russians add more value and have a better skilled labor force without education then what does China even have to offer anymore? 40 years of the one child policy means they are running out of 39years and younger people. This guy is a sham and he tricked anyone who believes him.😮‍💨 I was hoping to learn something with my time but I suppose I'll go read the books this guy didn't.",0.3291,Positive
@dugaldmacmillan,2023-07-15T19:39:55Z,"American corporations run the world with the CIA and US military as their private armies.
Like the British East India Company centuries before.",0.3612,Positive
@tichoopro2765,2023-07-15T19:34:29Z,"future 2030,world powers
No 1 USA
No 2 China 
No 3 india 
No 4 Russia 
No 5 European Union 😂",-0.8402,Negative
@robertprawendowski2850,2023-07-15T19:31:57Z,⭐,0.0,Neutral
@niranjanniranjan9326,2023-07-15T18:15:40Z,India is next super Power.,0.5994,Positive
@oliviabell5264,2023-07-15T17:06:16Z,My father served with the American troops in Korea. He also helped the American troops on D DAY. . And was with the American troops in many conflicts. My farther is British and  family from southern Ireland.,-0.3818,Negative
@oliviabell5264,2023-07-15T17:02:17Z,Britain has always helped the USA. We do not rely on the USA. Britain has been very involved and first to help Ukraine. Biden has now caused our world more dangerous issueing Ukraine with dangerous bombs.  Do not put Britain down. We have always been on the same wave with the USA.,-0.6232,Negative
@wbergen6883,2023-07-15T16:20:21Z,Funny that this joker didn't mention the Soros funded riots of 2021. What a hack!!!,0.2444,Positive
@andrewCyberVenger,2023-07-15T15:51:24Z,The most dangerous thing we can do is think that any sort of government will protect us from this. Pretty much every government in the world is a bought and paid for product of the elite. Concentrations of power will never reduce corruption. Quite the opposite. We need decentralized technologies. We need  a culture of individuals who learn to separate themselves from the system. We all have the power to take back our privacy and information from the large corporations. What we lack is awareness and motivation.,0.4691,Positive
@tinamartina1801,2023-07-15T15:23:38Z,😂puppet,0.0,Neutral
@Sahil4N,2023-07-15T15:05:39Z,"US invaded so many countries but Rusaia is global security concern,that is Western propaganda",0.1531,Positive
@CHROMALE01,2023-07-15T14:14:22Z,This old version of the world geopolitical situation again? Really? 🤦‍♂️,0.0,Neutral
@Jasonthegreat78,2023-07-15T13:37:42Z,Trucker riot wtf,-0.8126,Negative
@User-kjxklyntrw,2023-07-15T13:29:34Z,Its India,0.0,Neutral
@Ofasia777,2023-07-15T13:06:04Z,There is no next global superpower. At least not this century.,-0.296,Negative
@blu3_enjoy,2023-07-15T12:07:41Z,Jewish,0.0,Neutral
@chucky882,2023-07-15T10:20:37Z,Mother Nature always wins…,0.0,Neutral
@davidmcgarry8910,2023-07-15T09:27:55Z,"As I see it, Bremmer's first mistake was focussing on the next superpower for the following ten years. This is a very short sighted approach to global issues. His second mistake was to ignore the real emerging superpower: Islam. There are more Muslims than Chinese, and unlike the latter, the number of Muslims is growing. Also, these people are in almost every country in the world. Recent events, such as the ""woke""  insanity afflicting western democracies will lead to a backlash that allows Islam to present itself as an alternative for anyone who has had enough of being told they can't dispute nonsense, such as a woman can have a penis. Like it or not (and I don't like the idea at all), a takeover is coming. It will take around 30 years or so, but it is beginning to look inevitable. This was my first look at one of the so-called TED talks. I am not impressed.",-0.601,Negative
@hmling4505,2023-07-15T09:02:17Z,"No matter who is going to be the boss in the next few years, the unchanged theme has always been self dependence.",-0.2732,Negative
@AshotArzumanyan,2023-07-15T08:34:24Z,"Absolutely illogical conclusions…
In the long run economic power is the only thing that matters. Security order will follow and converge over time. Digital order is under respective governments’ control. E.g. US can shut down Google or Microsoft overnight. Those digital corporations follow the governments while integrating the interests of both.",0.743,Positive
@zoezoe610,2023-07-15T05:56:14Z,Don't listen to this bloke he has no idea of anything outside of the western narrative. Usual US perspective only.,-0.296,Negative
@briandiff1459,2023-07-15T05:21:32Z,It was social media/tech companies who made sure Trump didnt serve a second term !,0.3802,Positive
@pateljipatel4856,2023-07-15T03:23:16Z,We must have Neutral power Leadership in world working for citizens all the time.🙏🇮🇳🙏,0.0,Neutral
@menonparakkal832,2023-07-15T03:18:25Z,Hindustan or India as it is known will be the super power. Our spiritual energies has described the world is one family. It is inculcated since our childhood.,0.7003,Positive
@kinchau4764,2023-07-15T02:29:17Z,What a bunch of crap.,-0.3818,Negative
@susymay7831,2023-07-15T01:13:53Z,Chinese technology companies must cooperate with the Chinese government.,0.0,Neutral
@susymay7831,2023-07-15T01:05:52Z,Timestamps would help your nice videos ❤❤❤❤,0.6705,Positive
@simongalustian5123,2023-07-15T00:15:44Z,BS nonsense,-0.4019,Negative
@thepakistaniwayneptunestud734,2023-07-15T00:15:34Z,BLOCKS .....,-0.3885,Negative
@papadavie8460,2023-07-14T20:29:39Z,Are there speakers with a neutral view on global relationships??,0.0,Neutral
@30characterhandlemaximumlength,2023-07-14T20:09:09Z,"lol his whole speech was just to expose the 2025 pandemic ""It's coming !"" EMBRACE yourselves",0.6731,Positive
@opietaylr,2023-07-14T19:20:03Z,Dumb leftist TED talk,-0.5106,Negative
@colby6131,2023-07-14T18:59:24Z,This guy is a quack.,0.0,Neutral
@michaelhughes4562,2023-07-14T18:27:12Z,We all know UK was the worldS 1st superpower,0.0,Neutral
@Skipping2HellPHX,2023-07-14T17:55:18Z,"4:40 while China is generally sticking to it's historic sphere for military enlargement, they are starting to get a foothold in Africa via security forces and a military base in Djibouti... along with every other advanced military in the world.",0.5267,Positive
@titusp9488,2023-07-14T17:53:58Z,"1:30 JEFFREY SACHS: “YOU CAN BE DEMOCRATIC AT HOME AND RUTHLESSLY IMPERIAL ABROAD.""
US as a democracy can't accept a global order of democratic decision making (other nations have wills of their own).",-0.2924,Negative
@thomasnever2552,2023-07-14T17:09:30Z,"There will always be winners and loosers. I am proud to be a shareholder of Meta, Alphabet, Apple, Samsung, Nividia and Microsoft since a very long time. They made me wealthy. And thereby they set ME free.",0.9001,Positive
@stelladavis7832,2023-07-14T17:07:59Z,I think it's YouTube who is running the world along with Cellphone/ online communication companies. These are the influencers and the mediums for cordinating attacks or meetings,-0.4404,Negative
@debajitkumardas8649,2023-07-14T16:19:37Z,"Even if Japan is willing yet, will never be able to dictate world economy and by no means US because of signed agreement US at the end of world war ll! Look where Japan was in 90's the third largest economy in the world and everybody predicted it's going to equal US economy soon!  Where is it now!
One thing for sure, whoever comes to control, common people are the ones that are going to take the beating",-0.6679,Negative
@McGeistly,2023-07-14T16:04:25Z,"Who run the world? 
Gorls!",0.0,Neutral
@sbaba8458,2023-07-14T15:50:24Z,spirituality is sole path to make world peaceful,0.4939,Positive
@pandaofsam,2023-07-14T15:26:30Z,Such a great speech!,0.6588,Positive
@aboucard93,2023-07-14T14:04:34Z,He forgot to mention the financial order (The super power made up of banks) and media order (the super power made up of legacy media companies) that have also been ruling the world. This shift in world orders can be seen as technology companies becoming more powerful than Banks and Legacy Media companies,0.8977,Positive
@Harun_G,2023-07-14T14:02:44Z,"An Orwellian world is already here,  controlled by these Technoc-Rats for Power and Greed. Not forgetting the collusion of Democ-Rat and Corpo-Rat
Warmongers to enforce enslavement of Humanity by Military might and control.
But who knows , maybe these Demons become Human.",-0.5023,Negative
@aboucard93,2023-07-14T13:55:14Z,This video is really scary but remember humans have been living on this planet for over a million years. Society and social norms always change and we as species will survive this.,-0.3064,Negative
@kshen7485,2023-07-14T11:13:52Z,"Westerners now are left behind and pessimistic because their capitalists controlled governments are not willing to take care of their concerns. China is not and will be not like USA as well. Chinese capital is “locked in the cage”, it can not manipulate and interfere Chinese government’s decision making.",0.1754,Positive
@jarodstorm6372,2023-07-14T10:08:55Z,We saw this and yet our internet is unregulated. The providers could police the internet. They could control traffic and websites.,0.0,Neutral
@shitalgavade9493,2023-07-14T04:58:15Z,"India 🇮🇳 the last superpower in the🤔💭 World 🌎 as it was Contribution to the🤔💭 World🌎 as a Superpower. Due to this reason many Western World 🌎
invader such as Mughal
came to India 🇮🇳 to lootane the Indian🇮🇳 and 
become Great Britain🇬🇧",0.6249,Positive
@jasperangel,2023-07-14T02:11:45Z,Fan here in the Philippines 🌴,0.3182,Positive
@novaksrbinovski4386,2023-07-14T01:05:07Z,"How much were you paid to spread more lies about Russia's economic and military state? Russia is thriving and is doing infinitely better than any western nation. The sanctions have done absolutely nothing negative and have impacted them in positive way, forcing them to partner with other nations such as the BRICS nations (not small countries either). Soldier loss count on the Russian side also hyper inflated, maybe you were supposed to say Ukraine losses.... And if Russia wanted Zelensky dead he would be, no tech would save him 🤣. Stop littering the world with your garbage.",-0.0301,Negative
@simplepimple7069,2023-07-13T23:08:49Z,Trucker riots in Ottawa 😂😂😂😂  sure budz,-0.25,Negative
@bopian8913,2023-07-13T22:51:42Z,A typical US propagandist spewing his nonsense.,-0.4019,Negative
@rukmaniv-hd1mx,2023-07-13T19:23:18Z,Australia1japan2britan3america4china5,0.0,Neutral
@TheBlueMahoe,2023-07-13T18:57:34Z,AI bots will run the world in 50 years. Very Sad but true...AI is probably crawling the net now for data,-0.2952,Negative
@zecouves673,2023-07-13T16:06:56Z,"Russia: as far as I see, US and europe never really wanted the russians to be integrated with them... now the ukrainians are paying the price...
USA x China: if US does not recognize chinese dominance on pacific region and China does not change their current aggressive policies towards its neighbors, WW3 will ring the bell till the end of this decade...",-0.2942,Negative
@sergeivaskov,2023-07-13T15:31:40Z,A student-level report..,0.0,Neutral
@casualdrifterendgames7307,2023-07-13T15:26:16Z,Nonsense & Gibberish..!!.,-0.508,Negative
@mikhail2446,2023-07-13T14:55:16Z,What a wasting time,-0.4019,Negative
@rphb5870,2023-07-13T14:51:52Z,"no the next global superpower is:
Germany, Germany and Russia",-0.296,Negative
@DramaneDeme,2023-07-13T14:29:43Z,"What a simplistic, uninformed and out of touch look at the current dynamics of world geopolitics and the new trends of international cooperation. Either this guy is just a wannabe intellectual or he is under a terrible cognitive dissonance.",0.3182,Positive
@AbdulHafeez-cq6oo,2023-07-13T14:18:40Z,wAHHH GREAT LECTURE,0.7034,Positive
@LeahandBlair,2023-07-13T13:15:16Z,AI will be in power. (We def won't) 😮,0.0,Neutral
@nsisodiya,2023-07-13T12:39:34Z,😂 This guys Highlighted India while discussing about China. I don’t know if he know difference,0.0,Neutral
@tylerisangry2444,2023-07-13T12:23:47Z,🇮🇳,0.0,Neutral
@scottrichards3587,2023-07-13T11:28:11Z,"How long will it take ""digital world"" to return after Carrington wipes it out?",0.0,Neutral
@sanVean32768hz,2023-07-13T11:27:58Z,algos considered on nurture part of the equation.,0.34,Positive
@ydad9381,2023-07-13T11:19:31Z,"Roman Empire will be the next Global Super power. They will control  political, military and religous sector. The one world goverment.",0.5994,Positive
@andrewf-gy5sv,2023-07-13T11:15:52Z,Kill the internet.,-0.6908,Negative
@steinature,2023-07-13T10:11:47Z,Thank you YouTube for not deleting this video ❤🙏🏽,0.3612,Positive
@sionnachog894,2023-07-13T09:58:01Z,"Do we not all have the power individually to ignore Facebook, Tik Tok, recommendations from algorithms, advertisements, etc etc? Go out into the country, read books, swim, go to the gym if you want. We can ignore all of it and live as we did before all this tech came along, or pick and choose what we want from it, can we not? Tech is not the boss of of humans, unless you allow it to be, don' t you think!",-0.4857,Negative
@margaretkerr3449,2023-07-13T09:35:39Z,"It seems to me that the US and their puppet called NATO are still trying to tell the world to do what they want under the guise of protection as they are wanting bases in nearly every country of the world especially the ones surrounding Russia, why is this I wonder, they are responsible for this war in the Ukraine, if they were not involved, this war would have been ended over 1 year ago.",-0.7351,Negative
@tradeliftsaman,2023-07-13T07:37:13Z,"so all in all west&usa see 3 things strategic intrest, economic interest, and shared values, but the 3rd point shared value doesnt seem true or doesnt in context of china , so its just 1st  strategic intrest and economic interest right, west strategic intrest  was if china grows and become rich maybe they would adopt democracy  which they didnt so that failed and they could perhaps use china than to keep ussr in check which than became useless as ussr disintegrated and wasnt as much of threat, 2nd is economic which made sense in term of china as it had cheap labour and it opened its economy, now as china as became big and challanging western and us order, would west/usa want to move away of china or they wont, as perhaps only one pillar of west eye view thats economic intrest would be more heavy than their shared value piller and strategic intrest, or would it actually move away from china siting strategic intrest & shared valued against their economic intrest?


The West's strategic interests in China have shifted over time. Initially, the West was concerned about China's communist ideology and its potential to spread to other countries. However, as China's economy grew, the West became more interested in China as a potential market and as a counterweight to the Soviet Union.

After the Soviet Union collapsed, the West's strategic interests in China shifted again. The West became more concerned about China's growing military power and its potential to challenge the United States' dominance in the region. The West also became more concerned about China's human rights record and its lack of respect for the rule of law.

The West's economic interests in China have also shifted over time. Initially, the West was interested in China as a source of cheap labor. However, as China's economy has developed, the West has become more interested in China as a market for Western goods and services. The West has also become more interested in China as a source of investment.

The West's shared values with China have also shifted over time. Initially, the West was hopeful that China would become more democratic and open as it developed economically. However, China has not become more democratic, and it has become more authoritarian in recent years. This has led to a decline in the West's shared values with China.

The West's strategic, economic, and shared values interests are all important factors in its relationship with China. The relative importance of these factors has shifted over time, and it is likely to continue to shift in the future.

It is difficult to say whether the West will move away from China in the future. The West's economic interests in China are still strong, and China is still a major market for Western goods and services. However, the West's strategic interests in China are becoming more important, and the West is becoming more concerned about China's growing military power and its human rights record.

Ultimately, the West will need to decide whether its strategic and shared values interests are more important than its economic interests in China. If the West decides that its strategic and shared values interests are more important, then it may move away from China. However, if the West decides that its economic interests in China are more important, then it may continue to engage with China.

It is likely that the West will continue to engage with China in the future, but the nature of this engagement may change. The West may become more critical of China's human rights record and its lack of respect for the rule of law. The West may also become more selective in its engagement with China, focusing on areas where it has shared interests with China, such as trade and climate change.

The future of the West's relationship with China is uncertain, but it is likely to be a complex and challenging relationship.


The West's relationship with India is similar to its relationship with China in some respects, but it is also different in some important ways.

Like China, India is a large and growing economy with a large population. India is also a democracy, which is a shared value with the West. However, India is not as economically developed as China, and it does not have the same military power.

The West's strategic interests in India are similar to its strategic interests in China. The West is concerned about India's growing military power and its potential to challenge China's dominance in the region. The West is also concerned about India's relationship with Pakistan, which is a nuclear-armed country.

The West's economic interests in India are also similar to its economic interests in China. The West is interested in India as a market for Western goods and services. The West is also interested in India as a source of investment.

However, the West's shared values interests with India are stronger than its shared values interests with China. The West is hopeful that India will become a more prosperous and powerful democracy, and it sees India as a potential counterweight to China's authoritarian government.

The West's relationship with India is likely to become more important in the future. India is a growing power in the region, and it has the potential to become a major player on the global stage. The West is likely to continue to support India's development, and it is likely to deepen its engagement with India in the years to come.

The West's relationship with India is also likely to be influenced by its relationship with China. If the West's relationship with China deteriorates, then the West is likely to become more supportive of India. However, if the West's relationship with China improves, then the West may become less supportive of India.

Ultimately, the West's relationship with India is a complex and evolving relationship. The future of this relationship will depend on a number of factors, including the development of India, the evolution of China, and the changing interests of the West.


Whether or not we see actual things happening on the ground like moving away factories from China to India will depend on a number of factors, including the following:

The severity of the deterioration: If the deterioration in the West's relationship with China is severe, then it is more likely that we will see actual things happening on the ground. For example, if the West imposes sanctions on China that make it difficult for Chinese companies to do business in the West, then Chinese companies may be forced to move their factories to other countries.
The availability of alternative markets: If there are other countries that are attractive to Western businesses, then it is more likely that we will see factories moving from China to these countries. For example, India is a potential alternative market for Western businesses, as it has a large and growing population.
The willingness of businesses to move: Businesses may be reluctant to move their factories from China if it is too costly or disruptive to do so. However, if the deterioration in the West's relationship with China is severe enough, then businesses may be more willing to move their factories in order to avoid the risks of doing business in China.
Ultimately, whether or not we see actual things happening on the ground will depend on the specific circumstances of the deterioration in the West's relationship with China. However, it is possible that we will see some movement of factories from China to other countries if the deterioration is severe enough.

It is also possible that the West will use strong words against China but continue to do business with China. This is because the West's economic interests in China are still strong, and it may be difficult for the West to completely cut off its economic ties with China.

The future of the West's relationship with China is uncertain, and it is possible that we will see a combination of both actual things happening on the ground and the West using strong words against China but continuing to do business with China. Only time will tell how the relationship will evolve.

Whether or not we see actual things happening on the ground like moving away factories from China to India will depend on a number of factors, including the following: 1ST The severity of the deterioration 2ND The availability of alternative markets 3RD The willingness of businesses to move, so lets see the 1st point china is showing every day that they not gonna bend to usa and its globle rule of law they dont follow countries extended economic zone in south china sea and is bullying and capturing lands of us allies, they china is challanging us in ai, computing, with their technology companies, challanging us now in their backyard thats cuba with a base, challanging us in europe with its economic might to lure europe as to see them as competitors not enemy, so The severity of the deterioration is extensive and evident right, ..... 2nd The availability of alternative markets, that could be india the indonesia as they grows their middle class us companies can sell their products and conduct buisness their and as china population is decreasing they soon be loosing their strong middle class right and we already seeing deflation in china and markets like indian miidle class is growing also their per capita would grow in next 10 year so would happen in other lower middle class economies like asean and india so usa does have The availability of alternative markets....... 3rd point The willingness of businesses to move and i thing with those two points above thats just matter of time time when companies realise that and economically it becomes hard as countries like india doesnt allow usa or any comapnies like tesla to just sell their made in china cars to india and not manufacture their, so we do have all three things coming to place right?",0.9998,Positive
@mutalasuragemohammed6954,2023-07-13T07:24:06Z,beautiful theme and presentation,0.5994,Positive
@mutalasuragemohammed6954,2023-07-13T07:11:13Z,"When America got the unipolar position, they went attacking, invading, and regime changing and maiming countries. Karma will definitely deal with America.",-0.0772,Negative
@donisthmus1078,2023-07-13T06:01:34Z,"""It used to be just nature and nurture determining our identities , now its nature, nurture & Algorithms""  ?   Remember these ""algorithms"" have owners, whether it is Elon Musk or anyone else, if an ""algorithm"" is proven to spread misinformation or to cause damage to the public, the algorithm owner will be locked up behind bars.  Remember the time Donald Trump was in power and spread misinformation over Twitter, Facebook, etc ... These companies immediately disabled his accounts and shut him up because they were so afraid his lies would turn into lawsuits against their companies.   Having said that, if these malicious ""algorithms"" are implemented in a communist country, will probably be owned at least partially by the government, if they cause any damages, no one can sue them, no one can lock those ruthless leaders up, and finally their own people will suffer the consequence.  In many cases, in a country like China, Russia, these ""algorithms"" will embed misinformation about ""how bad the western countries are, how evil the western countries are, how good the communist governments are, etc ..."" but this will only have the effect to brainwash their young people in their own countries and will have at best only an annoying effect to us (if we listen to these silly communist information).  This is just like they hold poison in their mouths and say ""you will die"".   I think you worry too much about these algorithms because you think that these ""algorithm"" owners can be above the laws !  (perhaps, because they are so rich and harder to touch, but once they commit a crime, well, they can never be totally above the laws !  not the western laws for the most part).  Cheers, try to see things in a more optimistic ways, see how useful these ""algorithms"" can be to support human's needs in the future in our (western) world.",0.8881,Positive
@Erikatovar,2023-07-13T04:52:04Z,What a waste of time this video. Nothing new but he is actually missing relevant points. No real analysis,-0.7579,Negative
@incastinc,2023-07-13T04:29:17Z,"India's digital ""open competitive economy ""  created a nation of 1.4 billion democracy. Humming alive 24/7. Govt would know how much China is bribing Indian politicians on time. 
India is eliminating black money. It will take the US 20 yrs to reach the Indian digital tech, market. If China tries to distribute ""dirty drugs"" in India, the Govt. can trace the Indian
collaborators and stop it.",0.0772,Positive
@ig..3091,2023-07-13T04:05:47Z,USA 🇺🇸 is full of courption and evil satanic rituals there citizens loosing good moral values and hve forgotten about God long ago.,0.1027,Positive
@shadowbanned3716,2023-07-13T03:16:14Z,I think its funny how the tech companies dont want to let trump speak out to the people of our country but they did a great job at allowing conspiracy theories thrive on their platforms as well as making it easier for people to orchestrate what we had happen on jan 6th. They wanted him to fail so you dont get to see what hes really talking about but by all means join a facebook group and everybody go start a riot. They helped it happen. All those rioters and insurrectionists were suckered into doing what they did. The tech companies use their unlimited data to show you what they want you to see.,-0.6052,Negative
@sstorm1328,2023-07-13T03:12:06Z,"Not impressed by this talk. Kinda states the obvious with a lot of dramatic flourishes..... Treats us like idiots or school kids.....i thought mostly people with intellect and knowledge listened to Ted talks.... So may e he needs to up his game. It talks about 30 sec to say everything he wants to say. Plus, he is potentially very wrong. China has absolute control of all tech in their nation, all social media, and USA Democrats have tried the same thing.... Still might succeed. Europe also has too much control tech wise of it citizens..... So nation governments can now make war more efficiently.... China with its iron Co trol of digital data and its huge collection of same can out- compete a lot of entities should it gain control of more nations data and tech. Beware.... Unless most people become autonomous and highly secretive about their personal data and healthcare, humans won t last long on this planet. The brains are not inside government and that makes for a highway paved by stupid toward oblivion.",0.7878,Positive
@tominmtnvw,2023-07-13T03:11:28Z,You are delusional.,0.0,Neutral
@abiaji,2023-07-13T01:55:19Z,"Saving you 14 minutes and 58 seconds. "" The next global superpower is the ""digital world""""",0.0,Neutral
@georgiosnikolaidis5926,2023-07-13T01:45:33Z,"Ian is not so much in contact with the real world, his talking points is just an obselte theory, the big tech companies are completely ruled by goverments either chinese or us",0.0,Neutral
@nickedname7048,2023-07-13T01:38:52Z,It's all increasingly looking like Monsters Inc.,0.3612,Positive
@evyistone1559,2023-07-13T01:21:50Z,"To prove his point: Elon Musk has an open line to the US Pentagon whenever he wants. The Pentagon had to convince him to keep Starlink up because it was vital for the Ukrainian military. Tech Billionaires have more than just money, they have power over governments also.",0.4939,Positive
@mrwang420,2023-07-13T00:23:13Z,The man openly just said that tech companies are manipulating public opinion during elections by control what we can and can't see of what Donald Trump says.   Can we put this on the record. Lol.,0.0772,Positive
@JohatsuSha,2023-07-13T00:17:49Z,AI is gonna be the Next Global Superpower ... The end is near for the evil ruler of the world!,-0.69,Negative
@garyfleming5156,2023-07-12T23:16:44Z,"Hmm, you seem to think ""Suicide"" via nuclear war is not a viable solution to someone like Putin.  What's more if you study those who may take over from Putin,  some of them seem to have more of a death wish than Putin does.  In my humble opinion we are closer to nuclear war that we have ever been.   Russia has mined a nuclear power station in the Ukraine and placed explosives all over it.     Should the Russians continue to lose the battles with the Ukrainians, my guess is they will act on this threat.  The potential for radiation fall out from this would in itself being the beginning of the end.   Thus the inference and  seeming confidence that nuclear war will not happen is in my view misguided.   Just saying!",-0.9621,Negative
@suened,2023-07-12T22:20:03Z,"what a load of bollox . what a naive man !????     remember america was the only country to nuke 2 civilian  cities ,,,CIVILIAN CITIES ...and it will have nothing to do  A1..     oh google  it !   .",-0.5638,Negative
@BeardedBack,2023-07-12T22:13:45Z,The Algorithm brought me here. 👍😃👍,0.0,Neutral
